タイトル,価格,販売数
[MINT] Vintage LONGINES L761.2 Gold Dial Square Men's Quartz Watch From JAPAN,219.99,1
【Exc+5】 LONGINES Conquest Date Gold Quartz Men's Watch Vintage From JAPAN,160.0,1
[NEAR MINT] Longines Cal.6902 Round Manual Gold Dial Mens Vintage Watch JAPAN,269.99,1
Vintage【Exc+5】Longines Cal.952 Silver Dial Square Date Hand Winding Men's Watch,239.99,1
[Near MINT] Vintage Longines L963.4 Gold Round Dial Quartz Women's Watch JAPAN,179.99,1
LONGINES Women's Watch  Gold 23mm Vintage New Battery New Leather Band,139.0,1
[GUC] LONGINES L717.2 GOLD PLATED MEN'S VINTAGE WATCH QUARTZ SWISS G62,155.0,1
[Near MINT] Longines L150.2 150 6998  Dial Quartz Men's Watch From JAPAN r021,169.99,1
[EUC] LONGINES CONQUEST L163.2 DAY/DATE MEN VINTAGE WATCH QUARTZ SWISS G95,212.04,1
LONGINES Grand Classic Quartz Ladies Watch L4 135 4 Battery Replaced 59220088900,93.0,1
[N MINT] Longines Grand Classic 150 7097 Quartz Gold Dial Men's Swiss Made Watch,179.99,1
"Vintage ""NEAR MINT+++""  Longines 847 4139 Gold Manual Winding Men's Watch JAPAN",285.0,1
*NEAR MINT* Vintage LONGINES L761.2 Gold Hexagon  Mens 34mm Mens Quartz Watch,229.9,1
LONGINES ULTRA-CHRON Cal.433 Date Roman Dial Automatic Men's Watch Vintage 31mm,350.0,1
*N MINT* Vintage LONGINES Cal.520 Manual Winding Small Second Gold Mens Watch JP,399.9,1
Rare! LONGINES ULTRA-CHRON Automatic Men's Watch 34mm Vintage,560.0,1
▶[N MINT] Vintage LONGINES L847.4 Gold Dial 34mm Men's Hand Winding Watch JP U38,249.99,1
[Near MINT] Longines Flagship 153.7123 Gold White Dial Womens Quartz Watch Japan,199.99,1
[Near MINT] Longines Conquest L 161.2 Titanium Gray Dial Men's Quartz Watch,209.99,1
[NEAR MINT] LONGINES L817.6 Gold Dial Hand Winding Women Vintage Watch JAPAN,179.99,1
Vintage [Near MINT] LONGINES 960 6207 Gold Oval Quartz Men's Watch From Japan,229.79,1
[N.MINT w/Box] Longines Conquest L163.2 Quartz Gray Dial Mens Vintage Watch JP,260.0,1
[Near MINT] Vintage LONGINES L847.4 Manual Winding Gold Dial Men's Watch JAPAN,319.99,1
Vintage [Near MINT] New Batt Longines Gold 30mm Men's Qz Watch From JAPAN,249.9,1
▶[N MINT] LONGINES Grande Classique L156.4 White Roman 33mm Men's Qz Watch T915,239.99,1
Longines Grand Classic MenS Watch Swiss Made Automatic Stainless Steel Date,250.0,1
Longines Vintage Manual Wind 32mm Men's Watch Used Silver Dial Swiss Made,275.0,1
[Near MINT] Vintage LONGINES GP Cal. 960 SWISS 6338 Gold Dial Qz Ladies Watch,179.99,1
[Near MINT] LONGINES Conquest 33mm White Dial Date V.H.P Quartz Men's Watch,279.99,1
【MINT】 Womens Longines Conquest Steel Watch Ref L1 131 4 Quartz silver from JP,205.0,1
Vintage LONGINES L847.3 Flagship TV Cushion Silver Men's Hand Manual Watch JAPAN,219.99,1
Vintage ◆Exc+5◆ LONGINES Conquest Silver Date Automatic 35mm Men's Watch,419.99,1
"Reserved Pre-owned vintage quartz wristwatch, set of 6 Rado Longines Conquest",560.0,1
Longines Conquest Quartz Watch 22mm Gold Dial Ladies Swiss Made Elegant Vintage,176.0,1
Genuine Belt【N MINT】Longines L744.2 4381 Square Silver Dial Quartz Men's Watch,199.99,1
[GUC] LONGINES 30mm GOLD PLATED MEN'S VINTAGE WATCH QUARTZ SWISS BOX G104,223.2,1
[EUC] LONGINES CONQUEST V.H.P L174.4 MEN'S 35mm VINTAGE WATCH SWISS QUARTZ G80,223.2,1
LONGINES Watch Dolce Vita Quartz Rectangular Stainless Steel Case size 16mm,213.88,1
Longines Conquest V.H.P. Quartz Date GrayDial Mens  from JAPAN  #W008,135.0,1
LONGINES Presence Quartz Mens Watch Square Gold Date Dial Battery Replaced,100.0,1
[Near MINT] Longines 153.7053 Gold Quartz Women’s Watch From JAPAN,169.9,1
New Band [MINT] Vintage Longines 150 6741 Gold Dial 28mm QZ Men From JAPAN W656,229.9,1
"""NEW BATT"" 【NEAR MINT】 LONGINES 150 7229 Vintage 1994 Gold Quartz Men's Japan",160.0,1
[Near MINT] Longines L817.4 817 4167 Silver 23mm MT Hand Winding Women's Watch,139.99,1
LONGINES Ultra-Chron Date Silver Automatic Men's Watch Vintage 37mm,460.0,1
[Near MINT] LONGINES L761.2 7027 Gold Dial 26mm Quartz Men's Watch From JAPAN,199.99,1
Longines Quartz Watch,40.0,1
LONGINES L962.2 MEN'S GOLD PLATED VINTAGE WATCH SWISS MADE QUARTZ F869,160.2,1
[Exc+5] LONGINES L717.2 4303 White Dial 23mm Gold Qz Women's Watch From Japan,130.0,1
[MINT w/Box& & Paper] LONGINES Flagship L150.2 3330 Quartz Men's Watch,369.99,1
[MINT w/ Case] Longines 153 6997 23mm White Dial Quartz Women's Watch From JAPAN,249.9,1
"Vintage ""Near Mint"" LONGINES Square Roman Silver Hand-winding Men's Watch JAPAN",329.99,1
"Vintage ""Near Mint"" LONGINES 990 1624 Automatic Silver Date Men's Watch JAPAN",429.99,1
[Near MINT] Longines Small Second 864.1095 White Dial Men's Hand-Winding Watch,409.99,1
【 N.MINT】 Vintage LONGINES L153 3417 Gray Dial 21mm Quartz Women's Watch from JP,212.0,1
[N MINT] Longines Presence L156.4 156 7114 Quartz Square Gold Date Men's Watch,209.99,1
[Exc+4 w/ Case] LONGINES 805 1208 Hand Winding 20mm Swiss Made Women's Watch,99.99,1
Longines Watch Quartz Vintage Mens 31mm Mens Gold Round Swiss Made,117.04,1
[Near MINT w/ PAPER] LONGINES Conquest Silver Gold 24mm Quartz Women's Watch,199.99,1
[Exc+5] Vintage LONGINES Flagship 7287 Gold Dial Women's Quartz Watch,134.1,1
[Near MINT] Longines L150.4 150 7019 30mm Gold Dial Square Qz Men's Watch JAPAN,179.99,1
[Near MINT] LONGINES L150.2 6885 White Dial Gold Roman Index Quartz Men's Watch,199.99,1
*NEAR MINT* Vintage LONGINES L962.2 H864212 Gold Square Shape 30mm Mens Qz Watch,219.9,1
[N MINT] Vintage Longines Charlston 176 5231 Roman Small Seconds Qz Ladies Watch,240.0,1
Longines Presence 34MM Quartz White Roman Dial Date + Original Box Men's,268.99,1
Longines Flagship 36mm Blue Dial Vintage Overhauled Used From Japan,418.44,1
[Near MINT] Longines Cal.6922 Roman Dial Small Second Hand Winding Men's Watch,499.99,1
[N MINT / Papers] Longines Conquest E.O.L. 4009 Titan Chronograph Qz Men's Watch,529.9,1
LONGINES Conquest Titanium Quartz Men's Watch 34mm Case 18cm Band,209.1,1
[Near MINT] Vintage LONGINES 153 6868 23mm Gold Bracelet Quartz Women's Watch,199.99,1
[Near Mint] Longines Charleston Quartz Triple Date Moon Phase Men's Watch F/S,450.0,1
LONGINES Conquest Gold Dial Date Quartz Men's Watch Vintage 32mm w/box,239.8,1
Longines Dolce Vita 28P Diamond Bezel Quartz Dress Watch Used From Japan,311.48,1
Vintage 1993 [N MINT] Longines Grand Classic L140.6 7409 Silver Mens Watch JAPAN,269.9,1
[Near MINT w/Case] Longines 950.2 Date Gold Plated Vintage Quartz Men's Watch JP,199.99,1
1960's LONGINES CONQUEST Cal.291 AUTOMATIC MEN'S DATE VINTAGE WATCH SWISS G121,451.44,1
OH Serviced [Near MINT]Vintage LONGINES L993.1 Silver Automatic Mens Watch JAPAN,329.99,1
Longines Women's Watch 962.6683 Quartz Working Green Beige Gold Analog Chic,131.41,1
[Near MINT] LONGINES Conquest Time Lone Quartz Gold Plated Date Men's 33mm Watch,199.99,1
Vintage 1992 [Near MINT] Longines L395.2 7317 Gold Dress 34mm Manual Watch JAPAN,369.9,1
Longines Square Gold Dial Quartz Ladies Watch New Black Strap Original Buckle,135.0,1
[Near MINT] Longines Lindbergh Hour Angle L628.1 AT 21J Men's From JAPAN W555,1199.9,1
[Near MINT] Longines L166.4 166 6838 33mm Gold Dial Day/Date Quartz Men's Watch,210.0,1
"""NEAR MINT"" Vintage LONGINES 150 7202 Square Gold Quartz Men's Watch From Japan",249.9,1
Longines Flagship Tank Roman silver gold two-tone  Quartz Unisex Watch Vintage,147.5,1
[NEAR MINT] Longines Conquest L633.1 Silver Automatic Mens Vintage Watch JAPAN,399.99,1
Reserved Longines Men's Watch Manual Gold Square 30mm Vintage Swiss Made,190.0,1
[Near MINT] Vintage LONGINES L846.4 32mm Small Seconds Hand Manual Men's Watch,199.99,1
LONGINES La Grande Classique Quartz Mens Watch L4 635 2 Battery Replaced,308.0,1
[Near MINT] Vintage LONGINES 7319 31mm Roman Gold Quartz Men's Watch From JAPAN,225.99,1
LONGINES 4139 Cal.L847.4 Gold Roman Dial Hand-winding Men's Watch vintage 33mm,225.0,1
Longines Presence Watch Men's Quartz Vintage 31mm Square Gold Swiss Made,201.4,1
[Box] Vintage LONGINES Charleston Triple Calendar 5221 Qz Men's Watch From JAPAN,558.0,1
Vintage [Exc+5] Longines 962 7026 Gold Tank 19mm Quartz Women From JAPAN W669,139.9,1
Longines Ladies 150th Anniversary Limited Watch Used Battery Dead From Japan,209.55,1
[Near Mint] LONGINES 950.4840 Black Dial Date Quartz Men's Watch w/Box,485.0,1
LONGINES Conquest L1.631 Silver Date Watch From Japan BNB,326.0,1
[N MINT] Longines 846 3207 17J Hand Winding Men's Small Second Swiss Made Watch,289.9,1
[EUC] LONGINES L847.4 HAND-WINDING GOLD 34mm MEN'S VINTAGE WATCH SWISS MADE G46,214.2,1
Longines Hand-Wound Men's Square Analog Dress Watch Vintage,202.35,1
Vintage 1986 Near MINT Longines L817.4 4170 Gold Dial Manual Ladies Watch JAPAN,189.9,1
[Near MINT] Vintage Longines 153 6880 Square Gold 22mm QZ Women From JAPAN W666,169.9,1
[EXCELLENT+5] Longines 717 1158 Gray Dial Unisex Quartz Watch 30mm  From Japan,219.99,1
"""MINT"" Longines Flagship Quartz Gold Watch L152.2 Swiss Date Classic Men's Dress",279.99,1
USA Ship Tax-in *N MINT* LONGINES Flagship 156 7296 Date Gold Silver Men Watch,180.4,1
LONGINES L950.2 MEN'S 33mm DATE VINTAGE WATCH QUARTZ SWISS F944,203.15,1
Rare *Exc+5/Case* Longines L150.4 Quartz Gold Dial Mens Vintage Watch From Japan,200.0,1
"Longines DolceVita Quartz Watch, Free Shipping [Used]",189.0,1
Longines Grand Classique White Dial Date Quartz Ladies Watch Silver Bracelet,270.0,1
LONGINES 32mm Mens Vintage Watch 24354115 New Leather Band New Battery,173.03,1
OH Serviced *Near Mint* Vintage LONGINES FLAGSHIP Cal.6651 Automatic Mens Watch,468.0,1
"""N MINT"" Vintage LONGINES 156 7431 QuartzRoman Dial Gold Men Watch From Japan",199.9,1
[Near MINT] LONGINES 140 7413 Black Dial L140.6 Grand Classic Quartz Men's Watch,209.9,1
Longines Grand Classic 150 7097 Gold Dial Quartz Unisex Watch Used Working #19,144.0,1
USED Longines Watch Quartz Women's White Dial Swiss Made Square Vintage,269.0,1
[Near MINT] LONGINES Charleston Moonphase 5221 Triple Calendar Qz Mens Watch,549.99,1
[Near MINT] Longines Presence 150 7112 Square Gold Dial 31mm Quartz Men's Watch,189.99,1
*Near Mint* Longines Présence L150.4 Quartz White Roman Mens Vintage Watch Japan,250.0,1
longines Cristobal C Collection 624.5253.4.012 watch men TO194306,1634.0,1
[Near MINT] Longines Admiral Five Star Silver Dial Date Automatic Men's Watch,499.9,1
"""N MINT"" Vintage LONGINES 153 6776 Square Gold White Qz Women's Watch From Japan",149.9,1
Longines Conquest V.H.P Chronograph,710.58,1
Box [MINT] LONGINES 150 3418 Gold Two Tone Square Qz Women's Watch From Japan,359.99,1
New Battery Longines Conquest L161.4 161 4940 18 Quartz Men Watch Swiss Made,199.99,1
[Near MINT] Longines Conquest Ti Titan V.H.P. VHP 4026 QZ Men's From Japan #3164,319.9,1
"""25 Batt."" [N MINT] Longines Conquest 4024 Perpetual Calendar Swiss Quartz Watch",259.99,1
[Near MINT] Longines 978 6398 Vintage Gold Quartz Tank Mens Watch From JAPAN,202.8,1
⏯ [Exc+4 in Box] LONGINES L153.2 Quartz Gold Dial 6Jewels Women's Watch JAPAN,159.99,1
LONGINES Flagship Chronograph Date 541 7281 Panda Dial Quartz Men's Watch JAPAN,505.0,1
[Near MINT+] LONGINES L150.2 6998 White Dial Gold Roman Quartz Men's Watch,207.0,1
Vintage [Exc+5] Longines L761.2 761 7027 Square Quartz 26mm Men's Swiss Watch,149.9,1
"""NEAR MINT"" Vintage LONGINES L645.1 Gold 31mm Square Automatic Men's Watch JAPAN",399.9,1
Vintage 1989 Longines La Grande Classique Ref.L4.636 Gold Dial Quartz [NearMINT],199.99,1
[Exc+5] LONGINES L700.2 3678 Gold Dial 28mm Quartz Men's Watch From Japan,147.0,1
[Exc+5] LONGINES Grand Classic L140.6 7424 Gold 30mm Quartz Men's Watch,136.0,1
▶️New Battery【N MINT】 Vintage LONGINES L150.2 7048 Gold Quartz Mens Watch JAPAN,189.99,1
[Near MINT] Longines Admiral 5 Star Silver Dial Date Automatic Men's Watch,499.9,1
Vintage [Exc+5] Longines 153.3503 Gold Tank Square 30mm Quartz Ladies Watch JP,199.9,1
[Near MINT] Longines Cal. 6651 Admiral Five Star Silver Dial Date AT Men's Watch,709.99,1
Longines Charleston H70 Quartz Small Seconds Rare From JAPAN,275.0,1
Longines Watch Ladies White Vintage 22mm Square Quartz Swiss Made,73.2,1
Reserved Longines Watch Men's 28mm Black Square Vintage Quartz Swiss Made,140.0,1
LONGINES Ultra-Chron Chronometer Gold Date Automatic Men's Watch Vintage 34mm,680.0,1
*Near Mint* Vintage LONGINES 5602 Silver Roman dial Manual Winding Women's Watch,220.0,1
Longines Flagship Brown Dial Gold Band Manual Unisex Watch Used Working #58,200.0,1
Vintage [N MINT] Longines L847.4 4448 Gold Square 30mm Hand Winding Men's Watch,269.99,1
Longines Watch Quartz Vintage Gold Square Ladies 22mm Swiss Made,76.44,1
Longines Flagship 17431769 White Dial Manual Unisex Watch Used Working #67,91.0,1
Vintage [N MINT] Longines 978 6404 L978.2 Gold Men's 32mm Qz Watch From JAPAN,199.99,1
Vintage 1980s Longines QZ Ladies Watch Octagon Gold Case Black Dial-New battery,300.0,1
Longines Watch Round Vintage Gold Manual Ladies 25mm Swiss Made,92.04,1
Longines La Grande Classique 24mm Quartz Gold Plated Diamond Indices Ladies,500.0,1
Vintage LONGINES Conquest Gold Date Quartz SS Men's Watch 32mm a,166.0,1
Longines Vintage Manual Wind Tank Watch Cal L847.4 Large Size 1980s,250.0,1
Vintage [Exc+5] Longines L152.2 152 1643 Roman Dial Quartz Date Women's Watch JP,199.9,1
[GUC] LONGINES PRESENCE L156.4 MEN'S 33mm DATE VINTAGE WATCH SWISS QUARTZ G87,213.83,1
*Near Mint* LONGINES PRESENCE L156.4 Gold Quartz Mens Vintage Watch From Japan,220.0,1
”N Mint” vintage Longines Gold Tone Square Ladies Watch Swiss Made from JAPAN,188.96,1
⏯ [NEAR MINT] LONGINES L150.2 Gold Dial Quartz Men's Watch Swiss Made From JAPAN,189.99,1
[Exc+5] LONGINES Flagship L160.2 3361 Gold 26mm Quartz Men's Watch From Japan,169.99,1
[Near MINT] LONGINES CHARLESTON 32mm White Dial Small Seconds Quartz Men's Watch,299.99,1
[Near MINT] LONGINES Conquest L225.2 4010 Moon Phase Gold Dial Quartz Men Watch,599.99,1
Longines Flagship Tank silver Manual winding Men's Watch Vintage 27mm,98.0,1
[Near MINT] Longines Flagship L161.4 161 7124 Gold Dial Date Quartz Men's Watch,229.99,1
Reserved Longines Flagship Watch Men's 32mm Silver Vintage Quartz Box Date Swiss,175.0,1
Reserved Longines Watch Vintage Quartz Men's 32mm Round Gold Swiss Made,188.76,1
【N MINT 】 Longines Flagship L150.2 150 3330 Silver Dial Quartz Men's Watch JAPAN,287.99,1
USA Ship Tax-in *N MINT* LONGINES Grand Classic L156.4 Gold Roman Date Men Watch,227.9,1
Near MINT Longines Charleston L172.2 172 5243 Pointer Date Day Quartz Mens Watch,349.99,1
Longines Silver Stainless Steel Watch 1972 Olympic Official Timepiece,250.0,1
Vintage [N MINT] Longines Presence 150 6885 Gold Dial Men's Quartz Watch JAPAN,187.77,1
1970's LONGINES 7759 Manual winding Roman Black Dial Men's Watch 29mm Vintage,298.0,1
longines quartz mens watch Cal.L950.2 Clean,190.0,1
Longines Watch Square Vintage Gold Vintage Quartz 24mm Swiss Made,67.1,1
LONGINES Conquest 4024 Analog White Dial Round 35mm Date Quartz Watch *Video,249.99,1
Exc+5 Longines Presence L156.4 156.7114 Gold Square 31mm Qz Men's Watch JAPAN,229.9,1
▶️ Vintage [Exc+4 w/Box] LONGINES Admiral White Men's Watch From Japan,210.0,1
[Near MINT]  Longines 150 6799 32mm White Roman Dial Quartz Men's Watch,199.99,1
Reserved Longines Flagship Watch Men's Manual Vintage Round 33mm Silver Swiss,160.0,1
Longines Watch Quartz Vintage Gold Square Mens 29mm Swiss Made,113.96,1
[EUC] LONGINES L962.2 MEN'S 30mm GOLD DIAL VINTAGE WATCH QUARTZ SWISS G142,178.2,1
LONGINES Ref.7048 Gold Dial Quartz Men's Watch Vintage 33mm,130.0,2
Longines Watch Twenty-Four Hours Automatic Black Dial Stainless Steel,1777.84,1
Longines Vintage Silver Gold Automatic Watch Collector's Item,166.0,1
[Near MINT] Vintage LONGINES Cal.817 4477 Manual winding Women's Watch,146.38,1
LONGINES Flagship Square Watches  Stainless Steel/SSxGP Ladies,210.0,1
[Exc+5] Longines Admiral Five Star Silver Dial Date Automatic Men's Watch,499.9,1
[GUC] LONGINES Cal.847.4 HAND-WINDING SILVER MEN'S VINTAGE WATCH SWISS MADE G16,214.2,1
[Near MINT] Longines Conquest 22mm Gold Dial Quartz Ladies Swiss Made Watch JPN,199.99,1
[Exc+5] Longines Admiral Five Star Automatic 35mm Silver Dial Date Men's Watch,469.9,1
*Near MINT* Vintage LONGINES PRESENCE Gold Dial 31mm Mens Quartz Watch JAPAN,208.99,1
LONGINES Ultra-Chron 7951-2 Silver Dial Date Automatic Men's Watch Vintage 37mm,580.0,1
Genuine Belt [N MINT] Longines L960.2 6173 Square Gold 21mm Quartz Women's Watch,199.0,1
NEW Batt [Near MINT] LONGINES L730.2 Dial White Roman 34mm Men's Quartz Watch,149.99,1
LONGINES CONQUEST Ti DATE MEN'S GRAY VINTAGE WATCH SWISS QUARTZ F902,214.2,1
[ EXC+++++ ] LONGINES L847.4 28mm Gold Dial 17 Jewels Hand Winding Men's Watch,229.9,1
[Near MINT] LONGINES Presence 152 7113 Gold Dial Date Quartz Women's Watch,179.99,1
New Batt. Longines Flagship 153.3329 Silver Gold Roman Dial Quartz Ladies Watch,259.99,1
Vintage Longines Charleston Moonphase Quartz Watch 5221 Gold Dial [Near Mint],599.99,1
LONGINES 6184 994 Gold Plated Automatic 25J Men's Watch Vintage 33mm,398.0,1
[MINT] LONGINES 150 8001 Gold White Dial Quartz Roman Pocket Watch From JAPAN,180.0,1
USA Ship Tax-in *N MINT* LONGINES L970.2 Gold Square Date Mens 31mm Quartz Watch,189.9,1
[Exc+5] LONGINES L150.4 34mmPresence Gold Dial Round Men's Quartz Watch JAPAN,160.0,1
Longines Quartz Octagon Watch Black Dial Working Swiss Made MenS Dress Watch,332.65,1
Longines Watch Gold Dial Men'S Quartz Used Item 69085,183.0,1
Longines 7017 Quartz Watch Gold Dial Black Leather Strap Mens Timepiece,183.0,1
Vintage LONGINES 1664 Automatic Day/Date Gold Dial Men's Watch Swiss Made Used,329.0,1
[Near MINT] LONGINES Charleston 5244 Gold  Ivory  Dial Quartz Men's Watch Japan,289.99,1
Longines Flagship 7065 Gold Dial Square Quartz Woman Watch Used Working #08,273.0,1
[Near MINT] LONGINES Conquest 152 4937 Gold Quartz Women's Watch Vintage,215.99,1
LONGINES Golden Wing Quartz White Date Stainless Used Watch Battery Replaced,350.0,1
Longines Admiral Five Star Auto Watch 32.6mm x 36.5mm Works Aftermarket Band,292.0,1
Longines Conquest Quartz Men'S Watch Date Combi Working Products,175.0,1
[Near MINT] Longines Conquest 225 4011 Moon phase Triple Calendar Titan Qz Men's,649.9,1
[Top MINT w/ Box] Longines L151.2 31mm Gold Cushion Dial Quartz Men's Watch,279.99,1
[Near Mint] Longines Grand Classic L5 631 3 Date Round Gold Dial Mens Watch Used,248.0,1
"""Mint"" Longines 847 6139 Gold Round Manual Men's Watch From JAPAN",299.99,1
[Exc+5] LONGINES Conquest 152 4937  Quartz Ladies Watch From JAPAN,180.0,1
[Near MINT] LONGINES L729.2 4174 Silver 34mm Date Quartz Men's Watch Vintage,199.99,1
"Longines vintage hand-wound gold oval wristwatch, authentic buckle, used",110.15,1
LONGINES ULTRACHRON AUTOMATIC 25 JEWELS SWISS MADE MENS WORKING,240.0,1
LONGINES Women Watch Gold L4 135 2 Quartz Case 23mm Vintage Elegant Dress,550.0,1
"Box ""N MINT"" Longines conquest 152 4937 CreamDial Gold Silver 21mm Women's Watch",189.99,1
[N MINT] LONGINES Conquest 163 4022 Quartz Day/Date 35mm Swiss Made Men's Watch,299.9,1
discount LONGINES Conquest Heritage L1611.4 Date Automatic Men's Watch E#142123,650.0,1
Vintage [N MINT w/ BOX] Longines 150 6879 Gold Quartz 32mm Men's Swiss Watch,199.9,1
Vintage [ N MINT ] LONGINES L150.2 150 7019 30mm Gold Dial Square QZ Men Watch,169.9,1
LONGINES L161.4 161 7124 Gold White Dial Date Quartz Unisex Watch JAPAN,195.0,1
LONGINES CONQUEST V.H.P Watch 35mm 18cm White Dial Two-Tone Japan Vintage,352.26,1
Longines 1966 Ref.8888 Cal.30L Manual Watch 35mm/1.38in Stainless Steel,930.72,1
Vintage 70's Longines Qz Cal L950.2 4484 Gold Roman Dial 30mm Men Watch New Batt,179.99,1
［Near Mint］LONGINES 994-6318 Vintage Automatic Watch Swiss Made From Japan,273.99,1
【Near  Mint】 Longines 150 6998 33mm Gold Dial Men's Quartz Watch -Ships from US,259.99,1
Vintage N MINT 70's LONGINES Admiral Five Star Automatic Silver 34mm Men's Watch,485.0,1
[Near MINT] LONGINES Flagship L150.2 3330 Silver Dial Quartz Men's Watch Vintage,250.0,1
Longines Vintage quartz women watch 18K Gold Plated,399.99,1
Vintage Near MINT Longines Flagship L847.3 Silver Dial Hand Winding Men's Watch,299.99,1
[Near MINT] LONGINES L153.4 7049 White Dial Gold Roman Quartz Women's Watch,179.91,1
New Band *N MINT* Vintage Longines 832.1203 31mm Men's Hand Winding Watch JAPAN,219.99,1
Vintage 1990s[N MINT]New Batt Longines 150 3416 Gold Quartz Men's Watch From JPN,192.51,1
Vintage [N MINT+] LONGINES Cal.L140.6 7040 Gold Square Roman Mens Qz Watch,200.0,1
Longines Flagship Quartz man watch,299.0,1
[N MINT w/ BOX] Longines 832 1194 Hand Winding Roman 31mm Men's Swiss Made Watch,289.99,1
［Near Mint］Longines QWR HT1999 0152 Vintage Watch Swiss Made From Japan,94.98,1
Vintage [N MINT] Longines 200 7039 Gold Square 22mm Qz Ladies Watch JAPAN,189.99,1
Longines Tank Roman Dial Watch 26x35mm Ivory Face 185mm Strap Working Rare,391.95,1
LONGINES HAND WINDING LADIES WATCH,65.0,1
LONGINES LONGINES Cal.341 Automatic Winding movement Date movement,340.0,1
New Band *Near MINT* Vintage Longines 150.6883 Gold 32mm Mens Quartz Watch JAPAN,169.9,1
[Near MINT w/Box] Longines Les Grandes Classiques 7424 Gold Dial Qz Men's Watch,299.9,1
[Exc+5 w/ BOX] LONGINES Presence 156 6801 Gold 33mm Quartz Swiss Men's Watch,205.0,1
[Exc+5] LONGINES 960 6208 Gold Dial 28mm Quartz Men's Watch From Japan,134.99,1
[Near MINT] LONGINES Conquest V.H.P 4018 L174.4 35mm Date Men Quartz Watch,214.99,1
Longines Antique Square Hand-Wound Watch 32mm Stainless Steel Mesh Bracelet,104.6,1
*Near MINT* Vintage Longines 717 4360 Gold OVAL Woman's 25mm QZ Watch From JAPAN,137.18,1
Vintage 1980's [Exc+5] LONGINES 717-4301 29mm Gold Roman Dial Qz Unisex Whach JP,199.9,1
【Exc+5】 LONGINES Conquest 24mm Quartz Women's Watch vintage rare 152.4937,189.99,1
"Vintage ""Near Mint"" Longines L847.4 Gold Cushion Manual Men's Watch From JAPAN",285.0,1
USA Ship Tax-in *N MINT* LONGINES L847.4 Manual Winding Square Mens 30mm Watch,279.9,1
Vtg [Exc+5] Longines Conquest L225.2 Moon Phase Titanium Qz Men's Watch JAPAN,570.62,1
NewBatt Vintage *N MINT* Longines 152 7746 Gold Dial 23mm Qz Watch Women's JAPAN,218.49,1
LONGINES Watch quartz Men's Gold Gold dial Square Y2K 00S Vintage Working,120.0,1
Longines Pleasant Watch Quartz Square 30mm Mens Vintage Gold Swiss Made,130.0,1
【 Near MINT 】 LONGINES 962 6674 Gold Dial Square Shape 30mm Mens Qz Watch JAPAN,197.91,1
Longines Vintage Automatic Watch Men Gold Round Case Slim Dress Watch Working,176.13,1
"LONGINES Men's Watch Square Gold Date Vintage LONGINES,14950",214.0,1
Vintage [N MINT] LONGINES 156 7431 Qz Roman White Dial Gold Men's Watch JAPAN,199.99,1
[Near MINT] Longines Grand Classic 153 7096 23mm Gold Dial Quartz Women's Watch,143.99,1
LONGINES Lindbergh Hour Angle Silver / White Dial Automatic Men's Watch_908579,1286.05,1
[Near Mint] Longines 962 7026 Vintage Watch Swiss Made From Japan,137.99,1
Vintage 1987[N MINT] Longines 717 4351 Gold Square Quartz Men's Watch From JAPAN,149.0,1
Vintage[Near MINT] LONGINES Ferrari 4870 Black Dial Quartz Mens Rare Watch JAPAN,329.9,1
New Battery Longines 953 6233 L950.2 Gold Dial Quartz Men's Watch Swiss Made,199.99,1
LONGINES Vintage Mans Watch Quartz Original Box Paperwork New Battery 20957573,228.0,1
[Near MINT+] LONGINES 994 4184 L993.1 33mm Roman Gold Dial Automatic Men's Watch,427.4,1
[Exc+5] Longines Ultra Chron 37mm Silver Dial Date Automatic Men's Watch JAPAN,481.4,1
*Mint* LONGINES Conquest L153.2 Quartz Gold Round Womens Vintage Watch Japan,200.0,1
[N MINT w/ Box] LONGINES L847.4 4222 Hand Winding 33mm Men's Swiss Watch JAPAN,269.9,1
NEW Batt [Near MINT-] LONGINES Gold 23mm Quartz Women's Watch From JAPAN,189.99,1
"Vintage ""Near Mint"" Longines ULTRA-CHRON Cal.431  Automatic Men's Watch JAPAN",760.0,1
Vintage [Exc+5] LONGINES ULTRA-CHRON Ref.7991-1 Silver AT Men's From JAPAN Y755,499.0,1
[Near MINT] LONGINES L140.6 7040 Original Belt Silver Quartz Men's Watch Vintage,179.91,1
[Exc+5] Les Grandes Classiques Longines 140 7409 Quartz Men's Swiss Made Watch,189.99,1
[Exc +5] LONGINES Conquest VHP Titanium Black Dial Quartz Men's Watch From JAPAN,159.99,1
[MINT w/ Case] Longines L150.4 150 6799 32mm Gold Dial Quartz Men's Watch,240.74,1
[Near MINT] Longines 150 L976.2 Small Second 32mm Ivory Dial Quartz Men's Watch,269.99,1
[Near MINT] Longines L961.2 961 6482 19mm Gold Dial Quartz Women's Watch,192.59,1
*Near MINT* Vintage Longines 761 6251 Gold Dial 31mm Quartz Men's Watch JAPAN,159.9,1
*Mint Vintage* Longines Flagship L847.3 Blue Dial Hand Winding Men's Watch Japan,379.99,1
Longines Dolce Vita Ladies Diamond Bezel Quartz Watch 20mm White,522.0,1
[MINT Case] Longines 153 6997 23mm White Dial Quartz Women's Watch From Oregon,215.99,1
LONGINES Ultra-Chron Silver Dial Date Automatic Men's Watch Vintage 37mm,480.0,1
